matched_string,repository,file_path,line_number,line_content
oeis.org/A000045,github.com/0e85dc6eaf/CTF-Writeups,PicoCTF 2018/Reversing/be-quick-or-be-dead/README.md,18,[The first 2000 Fibonacci numbers](https://oeis.org/A000045/b000045.txt)
oeis.org/A001113,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,57,"constexpr double e          = 2.7182818284590452354, // (0x1.5bf0a8b145749P+1) https://oeis.org/A001113"
oeis.org/A001620,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,58,"egamma     = .57721566490153286061, // (0x1.2788cfc6fb619P-1) https://oeis.org/A001620"
oeis.org/A002162,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,59,"ln2        = .69314718055994530942, // (0x1.62e42fefa39efP-1) https://oeis.org/A002162"
oeis.org/A002392,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,60,"ln10       = 2.3025850929940456840, // (0x1.24bb1bbb55516P+1) https://oeis.org/A002392"
oeis.org/A000796,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,63,"pi         = 3.1415926535897932385, // (0x1.921fb54442d18P+1) https://oeis.org/A000796"
oeis.org/A049541,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,64,"inv_pi     = .31830988618379067154, // (0x1.45f306bc9c883P-2) https://oeis.org/A049541"
oeis.org/A002161,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,65,"sqrtpi     = 1.7724538509055160273, // (0x1.c5bf891b4ef6bP+0) https://oeis.org/A002161"
oeis.org/A087197,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,66,"inv_sqrtpi = .56418958354775628695, // (0x1.20dd750429b6dP-1) https://oeis.org/A087197"
oeis.org/A00219,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,67,"sqrt2      = 1.4142135623730950488, // (0x1.6a09e667f3bcdP+0) https://oeis.org/A00219"
oeis.org/A002194,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,69,"sqrt3      = 1.7320508075688772935, // (0x1.bb67ae8584caaP+0) https://oeis.org/A002194"
oeis.org/A001622,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,71,phi        = 1.6180339887498948482; // (0x1.9e3779b97f4a8P+0) https://oeis.org/A001622
oeis.org/A001113,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,72,"constexpr float ef          = 2.71828183F, // (0x1.5bf0a8P+1) https://oeis.org/A001113"
oeis.org/A001620,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,73,"egammaf     = .577215665F, // (0x1.2788d0P-1) https://oeis.org/A001620"
oeis.org/A002162,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,74,"ln2f        = .693147181F, // (0x1.62e430P-1) https://oeis.org/A002162"
oeis.org/A002392,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,75,"ln10f       = 2.30258509F, // (0x1.26bb1cP+1) https://oeis.org/A002392"
oeis.org/A000796,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,78,"pif         = 3.14159265F, // (0x1.921fb6P+1) https://oeis.org/A000796"
oeis.org/A049541,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,79,"inv_pif     = .318309886F, // (0x1.45f306P-2) https://oeis.org/A049541"
oeis.org/A002161,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,80,"sqrtpif     = 1.77245385F, // (0x1.c5bf8aP+0) https://oeis.org/A002161"
oeis.org/A087197,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,81,"inv_sqrtpif = .564189584F, // (0x1.20dd76P-1) https://oeis.org/A087197"
oeis.org/A002193,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,82,"sqrt2f      = 1.41421356F, // (0x1.6a09e6P+0) https://oeis.org/A002193"
oeis.org/A002194,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,84,"sqrt3f      = 1.73205081F, // (0x1.bb67aeP+0) https://oeis.org/A002194"
oeis.org/A001622,github.com/0x3f97/ollvm-12.x,llvm/include/llvm/Support/MathExtras.h,86,phif        = 1.61803399F; // (0x1.9e377aP+0) https://oeis.org/A001622
oeis.org/A006125,github.com/0xdea/xorpd-solutions,0x27.asm,33,; https://oeis.org/A006125
oeis.org/A001511,github.com/0xdea/xorpd-solutions,0x3f_TODO.asm,24,; https://oeis.org/A001511 [The ruler function: 2^a(n) divides 2n]
oeis.org/A007814,github.com/0xdea/xorpd-solutions,0x3f_TODO.asm,25,; https://oeis.org/A007814 [Exponent of highest power of 2 dividing n]
oeis.org/A180632,github.com/21-lessons/21lessons-book,main.bib,673,"howpublished = ""\url{https://oeis.org/A180632/a180632.pdf}"","
oeis.org/A180632,github.com/21-lessons/21lessons-book,lessons/ch3-19-privacy-is-not-dead.tex,69,% [anonymous]: https://oeis.org/A180632/a180632.pdf
oeis.org/A002117,github.com/3dgep/ForwardPlus,externals/boost_1_58_0/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/3dgep/ForwardPlus,externals/boost_1_58_0/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A001498,github.com/3ll3d00d/beqdesigner,src/test/python/mds/bessel.py,52,"Sequence is http://oeis.org/A001498 , and output can be confirmed to"
oeis.org/A001498,github.com/3ll3d00d/beqdesigner,src/test/python/mds/bessel.py,53,match http://oeis.org/A001498/b001498.txt :
oeis.org/A001511,github.com/4ms/metamodule,firmware/lib/littlefs/DESIGN.md,2129,[A001511]: https://oeis.org/A001511
oeis.org/A005187,github.com/4ms/metamodule,firmware/lib/littlefs/DESIGN.md,2130,[A005187]: https://oeis.org/A005187
oeis.org/A000217,github.com/813492291816/BitChan,utils/stegano/lsbset/generators.py,43,http://oeis.org/A000217
oeis.org/A000215,github.com/813492291816/BitChan,utils/stegano/lsbset/generators.py,53,https://oeis.org/A000215
oeis.org/A001348,github.com/813492291816/BitChan,utils/stegano/lsbset/generators.py,63,https://oeis.org/A001348
oeis.org/A000040,github.com/813492291816/BitChan,utils/stegano/lsbset/generators.py,72,https://oeis.org/A000040
oeis.org/A002808,github.com/813492291816/BitChan,utils/stegano/lsbset/generators.py,87,https://oeis.org/A002808
oeis.org/A002997,github.com/813492291816/BitChan,utils/stegano/lsbset/generators.py,99,https://oeis.org/A002997
oeis.org/A000045,github.com/813492291816/BitChan,utils/stegano/lsbset/generators.py,159,https://oeis.org/A000045
oeis.org/A002412,github.com/981377660LMT/algorithm-study,19_数学/因数筛/note.md,50,"n 为偶数时：`m=n/2, m*(m+1)*(4*m-1)/6` https://oeis.org/A002412"
oeis.org/A016061,github.com/981377660LMT/algorithm-study,19_数学/因数筛/note.md,51,"n 为奇数时：`m=n/2, m*(m+1)*(4*m+5)/6` https://oeis.org/A016061"
oeis.org/A001227,github.com/981377660LMT/algorithm-study,19_数学/因数筛/prime.go,569,// Number of odd divisors of n https://oeis.org/A001227
oeis.org/A060775,github.com/981377660LMT/algorithm-study,19_数学/因数筛/prime.go,589,// Lower central (median) divisor of n https://oeis.org/A060775
oeis.org/A033676,github.com/981377660LMT/algorithm-study,19_数学/因数筛/prime.go,590,// EXTRA: Largest divisor of n <= sqrt(n) https://oeis.org/A033676
oeis.org/A094913,github.com/981377660LMT/algorithm-study,26_misc/substringAbundantString.py,4,# https://oeis.org/A094913
oeis.org/A004780,github.com/981377660LMT/algorithm-study,21_位运算/位运算技巧.go,62,// 是否有两个相邻的 1    有 https://oeis.org/A004780 没有 https://oeis.org/A003714
oeis.org/A003714,github.com/981377660LMT/algorithm-study,21_位运算/位运算技巧.go,62,// 是否有两个相邻的 1    有 https://oeis.org/A004780 没有 https://oeis.org/A003714
oeis.org/A004753,github.com/981377660LMT/algorithm-study,21_位运算/位运算技巧.go,65,// 是否有两个相邻的 0（不考虑前导零）    有 https://oeis.org/A004753 没有 http://oeis.org/A003754
oeis.org/A003754,github.com/981377660LMT/algorithm-study,21_位运算/位运算技巧.go,65,// 是否有两个相邻的 0（不考虑前导零）    有 https://oeis.org/A004753 没有 http://oeis.org/A003754
oeis.org/A000110,github.com/981377660LMT/algorithm-study,19_数学/组合/贝尔数/note.md,5,https://oeis.org/A000110
oeis.org/A011848,github.com/981377660LMT/algorithm-study,20_杂题/构造/LCP 70. 沙地治理.py,10,https://oeis.org/A011848
oeis.org/A053121,github.com/981377660LMT/algorithm-study,1_stack/括号/括号序列的字典序.py,62,"# f(0, 0) = 1, f(i,j) = f(i-1,j+1) + f(i-1,j-1)  https://oeis.org/A053121"
oeis.org/A000055,github.com/981377660LMT/algorithm-study,6_tree/树的性质/EnumerateUnLabeledRootedTree.go,27,// https://oeis.org/A000055
oeis.org/A059481,github.com/981377660LMT/algorithm-study,13_回溯算法/itertools/go/combinationsWithReplacement.go,26,"// 方案数 H(n,k)=C(n+k-1,k) https://oeis.org/A059481"
oeis.org/A000073,github.com/981377660LMT/algorithm-study,20_杂题/atc競プロ/dp专题/Typical DP Contest/0-k-斐波那契数.py,2,N=3の場合はhttps://oeis.org/A000073
oeis.org/A059036,github.com/AFLplusplus/LibAFL,crates/libafl/src/mutators/mutations.rs,70,/// This problem corresponds to: <https://oeis.org/A059036>
oeis.org/A001113,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,3,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,4,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,5,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,7,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,8,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,9,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,10,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,12,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/ANYCUBIC-3D/Klipper-go,common/cmath/const.go,14,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A001113,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,3,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,4,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,5,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,7,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,8,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,9,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,10,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,12,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/ANYCUBIC-3D/Kobra3,klipper-go/common/cmath/const.go,14,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A001113,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,3,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,4,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,5,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,7,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,8,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,9,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,10,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,12,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/ANYCUBIC-3D/Kobra3,klipper-go/vendor/common/cmath/const.go,14,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A001511,github.com/ARMmbed/mbed-littlefs,littlefs/DESIGN.md,2129,[A001511]: https://oeis.org/A001511
oeis.org/A005187,github.com/ARMmbed/mbed-littlefs,littlefs/DESIGN.md,2130,[A005187]: https://oeis.org/A005187
oeis.org/A001511,github.com/ARMmbed/mbed-os,storage/filesystem/littlefs/littlefs/DESIGN.md,375,"maps to [A001511](https://oeis.org/A001511), and its partial summation maps"
oeis.org/A005187,github.com/ARMmbed/mbed-os,storage/filesystem/littlefs/littlefs/DESIGN.md,376,"to [A005187](https://oeis.org/A005187), and, surprisingly, both of these"
oeis.org/A001511,github.com/ARMmbed/mbed-os,storage/filesystem/littlefsv2/littlefs/DESIGN.md,2129,[A001511]: https://oeis.org/A001511
oeis.org/A005187,github.com/ARMmbed/mbed-os,storage/filesystem/littlefsv2/littlefs/DESIGN.md,2130,[A005187]: https://oeis.org/A005187
oeis.org/A001511,github.com/ART-Badge/SDK,bsp_for_art-badge/packages/online-packages/littlefs/DESIGN.md,2129,[A001511]: https://oeis.org/A001511
oeis.org/A005187,github.com/ART-Badge/SDK,bsp_for_art-badge/packages/online-packages/littlefs/DESIGN.md,2130,[A005187]: https://oeis.org/A005187
oeis.org/A131271,github.com/ASPP/pelita,pelita/tournament/knockout_mode.py,229,There is a formula in https://oeis.org/A131271 but the recursive method
oeis.org/A001511,github.com/AXinsLab/desktop_smart_lamp,Code/Lamp_Driver/managed_components/joltwallet__littlefs/src/littlefs/DESIGN.md,2129,[A001511]: https://oeis.org/A001511
oeis.org/A005187,github.com/AXinsLab/desktop_smart_lamp,Code/Lamp_Driver/managed_components/joltwallet__littlefs/src/littlefs/DESIGN.md,2130,[A005187]: https://oeis.org/A005187
oeis.org/A001511,github.com/AXinsLab/desktop_smart_lamp,Code/rotary_controller/managed_components/joltwallet__littlefs/src/littlefs/DESIGN.md,2129,[A001511]: https://oeis.org/A001511
oeis.org/A005187,github.com/AXinsLab/desktop_smart_lamp,Code/rotary_controller/managed_components/joltwallet__littlefs/src/littlefs/DESIGN.md,2130,[A005187]: https://oeis.org/A005187
oeis.org/A122045,github.com/AaronGIG/pdf2zh-desktop,core/site-packages/scipy/special/_basic.py,2013,https://oeis.org/A122045
oeis.org/A001498,github.com/AaronGIG/pdf2zh-desktop,core/site-packages/scipy/signal/_filter_design.py,4709,"Sequence is http://oeis.org/A001498, and output can be confirmed to"
oeis.org/A001498,github.com/AaronGIG/pdf2zh-desktop,core/site-packages/scipy/signal/_filter_design.py,4710,match http://oeis.org/A001498/b001498.txt :
oeis.org/A100642,github.com/AaronGIG/pdf2zh-desktop,core/site-packages/scipy/stats/_levy_stable/__init__.py,1153,# cotes numbers - see sequence from http://oeis.org/A100642
oeis.org/A002117,github.com/Achain-Dev/Achain,include/win/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/Achain-Dev/Achain,include/win/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A007018,github.com/AdaCore/why3,examples/infinity_of_primes.mlw,7,See http://oeis.org/A007018
oeis.org/A001113,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,46,"constexpr double e          = 0x1.5bf0a8b145769P+1, // (2.7182818284590452354) https://oeis.org/A001113"
oeis.org/A001620,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,47,"egamma     = 0x1.2788cfc6fb619P-1, // (.57721566490153286061) https://oeis.org/A001620"
oeis.org/A002162,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,48,"ln2        = 0x1.62e42fefa39efP-1, // (.69314718055994530942) https://oeis.org/A002162"
oeis.org/A002392,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,49,"ln10       = 0x1.26bb1bbb55516P+1, // (2.3025850929940456840) https://oeis.org/A002392"
oeis.org/A000796,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,52,"pi         = 0x1.921fb54442d18P+1, // (3.1415926535897932385) https://oeis.org/A000796"
oeis.org/A049541,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,53,"inv_pi     = 0x1.45f306dc9c883P-2, // (.31830988618379067154) https://oeis.org/A049541"
oeis.org/A002161,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,54,"sqrtpi     = 0x1.c5bf891b4ef6bP+0, // (1.7724538509055160273) https://oeis.org/A002161"
oeis.org/A087197,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,55,"inv_sqrtpi = 0x1.20dd750429b6dP-1, // (.56418958354775628695) https://oeis.org/A087197"
oeis.org/A00219,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,56,"sqrt2      = 0x1.6a09e667f3bcdP+0, // (1.4142135623730950488) https://oeis.org/A00219"
oeis.org/A002194,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,58,"sqrt3      = 0x1.bb67ae8584caaP+0, // (1.7320508075688772935) https://oeis.org/A002194"
oeis.org/A001622,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,60,phi        = 0x1.9e3779b97f4a8P+0; // (1.6180339887498948482) https://oeis.org/A001622
oeis.org/A001113,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,61,"constexpr float ef          = 0x1.5bf0a8P+1F, // (2.71828183) https://oeis.org/A001113"
oeis.org/A001620,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,62,"egammaf     = 0x1.2788d0P-1F, // (.577215665) https://oeis.org/A001620"
oeis.org/A002162,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,63,"ln2f        = 0x1.62e430P-1F, // (.693147181) https://oeis.org/A002162"
oeis.org/A002392,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,64,"ln10f       = 0x1.26bb1cP+1F, // (2.30258509) https://oeis.org/A002392"
oeis.org/A000796,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,67,"pif         = 0x1.921fb6P+1F, // (3.14159265) https://oeis.org/A000796"
oeis.org/A049541,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,68,"inv_pif     = 0x1.45f306P-2F, // (.318309886) https://oeis.org/A049541"
oeis.org/A002161,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,69,"sqrtpif     = 0x1.c5bf8aP+0F, // (1.77245385) https://oeis.org/A002161"
oeis.org/A087197,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,70,"inv_sqrtpif = 0x1.20dd76P-1F, // (.564189584) https://oeis.org/A087197"
oeis.org/A002193,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,71,"sqrt2f      = 0x1.6a09e6P+0F, // (1.41421356) https://oeis.org/A002193"
oeis.org/A002194,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,73,"sqrt3f      = 0x1.bb67aeP+0F, // (1.73205081) https://oeis.org/A002194"
oeis.org/A001622,github.com/Aethereux/Hikari-LLVM19,llvm/include/llvm/Support/MathExtras.h,75,phif        = 0x1.9e377aP+0F; // (1.61803399) https://oeis.org/A001622
oeis.org/A001511,github.com/Ai-Thinker-Open/aithinker_Ai-M6X_SDK,components/fs/littlefs/littlefs/DESIGN.md,2129,[A001511]: https://oeis.org/A001511
oeis.org/A005187,github.com/Ai-Thinker-Open/aithinker_Ai-M6X_SDK,components/fs/littlefs/littlefs/DESIGN.md,2130,[A005187]: https://oeis.org/A005187
oeis.org/A056613,github.com/AlephAlpha/golly,Help/Lexicon/lex_p.htm,2734,"also <a href=""https://oeis.org/A056613"">https://oeis.org/A056613</a>. The unique 32-bit <a href=""lex_t.htm#triplepseudo"">triple pseudo</a>"
oeis.org/A056613,github.com/AlephAlpha/golly,Help/Lexicon/lex_p.htm,2734,"also <a href=""https://oeis.org/A056613"">https://oeis.org/A056613</a>. The unique 32-bit <a href=""lex_t.htm#triplepseudo"">triple pseudo</a>"
oeis.org/A019473,github.com/AlephAlpha/golly,Help/Lexicon/lex_s.htm,2319,"also <a href=""https://oeis.org/A019473"">https://oeis.org/A019473</a>. The most recent search by Nathaniel"
oeis.org/A019473,github.com/AlephAlpha/golly,Help/Lexicon/lex_s.htm,2319,"also <a href=""https://oeis.org/A019473"">https://oeis.org/A019473</a>. The most recent search by Nathaniel"
oeis.org/A085587,github.com/AlephAlpha/golly,Patterns/Non-Totalistic/MarBlocks/comparison.rle,52,#C https://oeis.org/A085587
oeis.org/A019473,github.com/AlephAlpha/golly,gui-common/Help/Lexicon/lex_s.htm,2319,"also <a href=""https://oeis.org/A019473"">https://oeis.org/A019473</a>. The most recent search by Nathaniel"
oeis.org/A019473,github.com/AlephAlpha/golly,gui-common/Help/Lexicon/lex_s.htm,2319,"also <a href=""https://oeis.org/A019473"">https://oeis.org/A019473</a>. The most recent search by Nathaniel"
oeis.org/A056613,github.com/AlephAlpha/golly,gui-common/Help/Lexicon/lex_p.htm,2734,"also <a href=""https://oeis.org/A056613"">https://oeis.org/A056613</a>. The unique 32-bit <a href=""lex_t.htm#triplepseudo"">triple pseudo</a>"
oeis.org/A056613,github.com/AlephAlpha/golly,gui-common/Help/Lexicon/lex_p.htm,2734,"also <a href=""https://oeis.org/A056613"">https://oeis.org/A056613</a>. The unique 32-bit <a href=""lex_t.htm#triplepseudo"">triple pseudo</a>"
oeis.org/A085587,github.com/AlephAlpha/golly,Patterns/Non-Totalistic/MarBlocks/comparison-3.rle,17,#C https://oeis.org/A085587
oeis.org/A085587,github.com/AlephAlpha/golly,Patterns/Non-Totalistic/MarBlocks/comparison-4.rle,17,#C https://oeis.org/A085587
oeis.org/A085587,github.com/AlephAlpha/golly,Patterns/Non-Totalistic/MarBlocks/comparison-2.rle,27,#C https://oeis.org/A085587
oeis.org/A003188,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/_main.md,913,transforms an index to the corresponding [Gray Code](https://en.wikipedia.org/wiki/Gray_code) sequence element (see also Sloane's [A003188](https://oeis.org/A003188)). Hence the whole snippet
oeis.org/A006519,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/_main.md,915,of 2 that divides `x+1` (Sloane's [A006519](https://oeis.org/A006519)). This is also equivalent to `~x&(x+1)`.
oeis.org/A006519,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/_main.md,1221,"The first block determines the highest power of two dividing `rax` by computing `rax := rax & (-rax)`. This results in the sequence [A006519](https://oeis.org/A006519) whose first elements are: 0, 1, 2, 1, 4, 1, 2, 1, 8, ..."
oeis.org/A246960,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/_main.md,1355,"Computes the direction of the lines in the (Heighway) Dragon Curve by computing `popcnt(rax ^ (rax >> 1)) & 3`. This produces the sequence [A246960](https://oeis.org/A246960), the fixed point of the morphism *{0 -> (0,1), 1 -> (2,1), 2 -> (2,3), 3 -> (0,3)}*."
oeis.org/A003188,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/index.html,738,"transforms an index to the corresponding <a href=""https://en.wikipedia.org/wiki/Gray_code"">Gray Code</a> sequence element (see also Sloane's <a href=""https://oeis.org/A003188"">A003188</a>). Hence the whole snippet"
oeis.org/A006519,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/index.html,740,"of 2 that divides <code>x+1</code> (Sloane's <a href=""https://oeis.org/A006519"">A006519</a>). This is also equivalent to <code>~x&amp;(x+1)</code>.</p>"
oeis.org/A006519,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/index.html,1001,"<p>The first block determines the highest power of two dividing <code>rax</code> by computing <code>rax := rax &amp; (-rax)</code>. This results in the sequence <a href=""https://oeis.org/A006519"">A006519</a> whose first elements are: 0, 1, 2, 1, 4, 1, 2, 1, 8, ...</p>"
oeis.org/A246960,github.com/AlexAltea/blog,posts/2016-10-12-xchg-rax-rax-solutions/index.html,1107,"<p>Computes the direction of the lines in the (Heighway) Dragon Curve by computing <code>popcnt(rax ^ (rax &gt;&gt; 1)) &amp; 3</code>. This produces the sequence <a href=""https://oeis.org/A246960"">A246960</a>, the fixed point of the morphism <em>{0 -&gt; (0,1), 1 -&gt; (2,1), 2 -&gt; (2,3), 3 -&gt; (0,3)}</em>.</p>"
oeis.org/A034886,github.com/Algo-Phantoms/Algo-Tree,Code/Java/Kamenetsky_Formula.java,8,* Reference paper: https://oeis.org/A034886
oeis.org/A000040,github.com/AlienCowEatCake/ImageViewer,src/ThirdParty/highway/highway-1.3.0/hwy/contrib/thread_pool/thread_pool_test.cc,75,// Primes are all coprime (list from https://oeis.org/A000040)
