matched_string,repository,file_path,line_number,line_content
oeis.org/A025036,github.com/jwood000/RcppAlgos,man/comboGroupsCount.Rd,6,"Calculate the number of partitions of a vector into groups. See the related integer sequences A025035-A025042 at \href{https://oeis.org}{OEIS} (E.g. \href{https://oeis.org/A025036}{A025036} for Number of partitions of \eqn{ 1, 2, ..., 4n } into sets of size 4.)"
oeis.org/A025036,github.com/jwood000/RcppAlgos,man/comboGroupsCount.Rd,20,\href{https://oeis.org/A025036}{OEIS Integer Sequence A025036}
oeis.org/A025035,github.com/jwood000/RcppAlgos,scripts/OtherCombinatorics.R,313,#' * https://oeis.org/A025035 (See also sequences A025036-A025042)
oeis.org/A025035,github.com/jwood000/RcppAlgos,vignettes/OtherCombinatorics.Rmd,648,- <https://oeis.org/A025035> (See also sequences A025036-A025042)
oeis.org/A025036,github.com/jwood000/RcppAlgos,docs/news/index.html,345,"<ul><li><p>Added <code>comboGroups</code>, <code>comboGroupsCount</code>, and <code>comboGroupsSample</code>. These functions deal with partitioning a vector/set into groups of equal size. See <a href=""https://stackoverflow.com/q/57732672/4408538Create"" class=""external-link"">Combinations in R by Groups</a>. See the related integer sequences A025035-A025042 at <a href=""https://oeis.org"" class=""external-link uri"">https://oeis.org</a> (E.g. <a href=""https://oeis.org/A025036A025036"" class=""external-link uri"">https://oeis.org/A025036A025036</a> for Number of partitions of <code>(1, 2, ..., 4n)</code> into sets of size 4.)</p></li>"
oeis.org/A025036,github.com/jwood000/RcppAlgos,docs/news/index.html,345,"<ul><li><p>Added <code>comboGroups</code>, <code>comboGroupsCount</code>, and <code>comboGroupsSample</code>. These functions deal with partitioning a vector/set into groups of equal size. See <a href=""https://stackoverflow.com/q/57732672/4408538Create"" class=""external-link"">Combinations in R by Groups</a>. See the related integer sequences A025035-A025042 at <a href=""https://oeis.org"" class=""external-link uri"">https://oeis.org</a> (E.g. <a href=""https://oeis.org/A025036A025036"" class=""external-link uri"">https://oeis.org/A025036A025036</a> for Number of partitions of <code>(1, 2, ..., 4n)</code> into sets of size 4.)</p></li>"
oeis.org/A025036,github.com/jwood000/RcppAlgos,docs/reference/comboGroupsCount.html,49,"<p>Calculate the number of partitions of a vector into groups. See the related integer sequences A025035-A025042 at <a href=""https://oeis.org"" class=""external-link"">OEIS</a> (E.g. <a href=""https://oeis.org/A025036"" class=""external-link"">A025036</a> for Number of partitions of \( 1, 2, ..., 4n \) into sets of size 4.)</p>"
oeis.org/A025036,github.com/jwood000/RcppAlgos,docs/reference/comboGroupsCount.html,76,"<p><a href=""https://oeis.org/A025036"" class=""external-link"">OEIS Integer Sequence A025036</a></p>"
oeis.org/A025035,github.com/jwood000/RcppAlgos,docs/articles/OtherCombinatorics.html,781,"<a href=""https://oeis.org/A025035"" class=""external-link uri"">https://oeis.org/A025035</a> (See also sequences"
oeis.org/A025035,github.com/jwood000/RcppAlgos,docs/articles/OtherCombinatorics.html,781,"<a href=""https://oeis.org/A025035"" class=""external-link uri"">https://oeis.org/A025035</a> (See also sequences"
oeis.org/A000041,github.com/kamyu104/GoogleKickStart-2020,Round F/yeetzhee.py,9,"# see https://oeis.org/A000041/list,"
oeis.org/A023105,github.com/kanasimi/CeJS,data/math.js,1359,// %16 有4個: http://oeis.org/A023105
oeis.org/A122045,github.com/kapeed54/Online-Book-Store-With-Recommendation-System,env/Lib/site-packages/scipy/special/_basic.py,1990,https://oeis.org/A122045
oeis.org/A001498,github.com/kapeed54/Online-Book-Store-With-Recommendation-System,env/Lib/site-packages/scipy/signal/_filter_design.py,4670,"Sequence is http://oeis.org/A001498, and output can be confirmed to"
oeis.org/A001498,github.com/kapeed54/Online-Book-Store-With-Recommendation-System,env/Lib/site-packages/scipy/signal/_filter_design.py,4671,match http://oeis.org/A001498/b001498.txt :
oeis.org/A100642,github.com/kapeed54/Online-Book-Store-With-Recommendation-System,env/Lib/site-packages/scipy/stats/_levy_stable/__init__.py,1148,# cotes numbers - see sequence from http://oeis.org/A100642
oeis.org/A216239,github.com/kaushal02/interview-coding-problems,countDerangementInversions.cpp,11,Formula taken from here - https://oeis.org/A216239
oeis.org/A006877,github.com/kavon/atJIT,tests/tuner/stats.cpp.disabled,38,// see: https://oeis.org/A006877
oeis.org/A003462,github.com/kevin-wayne/algs4,src/main/java/edu/princeton/cs/algs4/Shell.java,29,"*  <a href = ""https://oeis.org/A003462""> Knuth's increment sequence</a>"
oeis.org/A122045,github.com/kevinalexandr19/python_for_geologists,.venv/Lib/site-packages/scipy/special/_basic.py,1836,https://oeis.org/A122045
oeis.org/A001498,github.com/kevinalexandr19/python_for_geologists,.venv/Lib/site-packages/scipy/signal/_filter_design.py,5104,"Sequence is http://oeis.org/A001498, and output can be confirmed to"
oeis.org/A001498,github.com/kevinalexandr19/python_for_geologists,.venv/Lib/site-packages/scipy/signal/_filter_design.py,5105,match http://oeis.org/A001498/b001498.txt :
oeis.org/A100642,github.com/kevinalexandr19/python_for_geologists,.venv/Lib/site-packages/scipy/stats/_levy_stable/__init__.py,1154,# cotes numbers - see sequence from http://oeis.org/A100642
oeis.org/A061714,github.com/kiegroup/optaplanner,core/optaplanner-core-impl/src/main/java/org/optaplanner/core/impl/heuristic/selector/move/generic/list/kopt/KOptUtils.java,225,// This calculates the item at index k for the sequence https://oeis.org/A061714
oeis.org/A006880,github.com/kimwalisch/primecount,doc/Records.md,42,# [A006880](https://oeis.org/A006880) records
oeis.org/A006988,github.com/kimwalisch/primecount,doc/Records.md,76,# [A006988](https://oeis.org/A006988) records
oeis.org/A007053,github.com/kimwalisch/primecount,doc/Records.md,105,# [A007053](https://oeis.org/A007053) records
oeis.org/A040014,github.com/kimwalisch/primecount,doc/Records.md,152,# [A040014](https://oeis.org/A040014) records
oeis.org/A122121,github.com/kimwalisch/primecount,doc/Records.md,253,# [A122121](https://oeis.org/A122121) records
oeis.org/A006880,github.com/kimwalisch/primecount,doc/Credits.md,9,"world records using primecount e.g. [A006880](https://oeis.org/A006880),"
oeis.org/A006988,github.com/kimwalisch/primecount,doc/Credits.md,10,"[A006988](https://oeis.org/A006988), [A122121](https://oeis.org/A122121),"
oeis.org/A122121,github.com/kimwalisch/primecount,doc/Credits.md,10,"[A006988](https://oeis.org/A006988), [A122121](https://oeis.org/A122121),"
oeis.org/A040014,github.com/kimwalisch/primecount,doc/Credits.md,11,[A040014](https://oeis.org/A040014).
oeis.org/A008683,github.com/kimwalisch/primecount,test/moebius.cpp,22,/// https://oeis.org/A008683/b008683.txt
oeis.org/A046731,github.com/kimwalisch/primesum,README.md,168,## [A046731](https://oeis.org/A046731) world records
oeis.org/A099824,github.com/kimwalisch/primesum,README.md,220,## [A099824](https://oeis.org/A099824) world records
oeis.org/A130739,github.com/kimwalisch/primesum,README.md,273,## [A130739](http://oeis.org/A130739) world records
oeis.org/A005846,github.com/kisonecat/sequences-and-series,textbook/sequences.tex,226,about it at \href{http://oeis.org/A005846}{the OEIS}.}
oeis.org/A102549,github.com/kiteco/python-youtube-code,levels-of-sorting/sorts.py,98,# Marcin Ciura's gap sequence (https://oeis.org/A102549)
oeis.org/A001113,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,56,"constexpr double e          = 2.7182818284590452354, // (0x1.5bf0a8b145749P+1) https://oeis.org/A001113"
oeis.org/A001620,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,57,"egamma     = .57721566490153286061, // (0x1.2788cfc6fb619P-1) https://oeis.org/A001620"
oeis.org/A002162,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,58,"ln2        = .69314718055994530942, // (0x1.62e42fefa39efP-1) https://oeis.org/A002162"
oeis.org/A002392,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,59,"ln10       = 2.3025850929940456840, // (0x1.24bb1bbb55516P+1) https://oeis.org/A002392"
oeis.org/A000796,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,62,"pi         = 3.1415926535897932385, // (0x1.921fb54442d18P+1) https://oeis.org/A000796"
oeis.org/A049541,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,63,"inv_pi     = .31830988618379067154, // (0x1.45f306bc9c883P-2) https://oeis.org/A049541"
oeis.org/A002161,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,64,"sqrtpi     = 1.7724538509055160273, // (0x1.c5bf891b4ef6bP+0) https://oeis.org/A002161"
oeis.org/A087197,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,65,"inv_sqrtpi = .56418958354775628695, // (0x1.20dd750429b6dP-1) https://oeis.org/A087197"
oeis.org/A00219,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,66,"sqrt2      = 1.4142135623730950488, // (0x1.6a09e667f3bcdP+0) https://oeis.org/A00219"
oeis.org/A002194,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,68,"sqrt3      = 1.7320508075688772935, // (0x1.bb67ae8584caaP+0) https://oeis.org/A002194"
oeis.org/A001622,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,70,phi        = 1.6180339887498948482; // (0x1.9e3779b97f4a8P+0) https://oeis.org/A001622
oeis.org/A001113,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,71,"constexpr float ef          = 2.71828183F, // (0x1.5bf0a8P+1) https://oeis.org/A001113"
oeis.org/A001620,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,72,"egammaf     = .577215665F, // (0x1.2788d0P-1) https://oeis.org/A001620"
oeis.org/A002162,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,73,"ln2f        = .693147181F, // (0x1.62e430P-1) https://oeis.org/A002162"
oeis.org/A002392,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,74,"ln10f       = 2.30258509F, // (0x1.26bb1cP+1) https://oeis.org/A002392"
oeis.org/A000796,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,77,"pif         = 3.14159265F, // (0x1.921fb6P+1) https://oeis.org/A000796"
oeis.org/A049541,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,78,"inv_pif     = .318309886F, // (0x1.45f306P-2) https://oeis.org/A049541"
oeis.org/A002161,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,79,"sqrtpif     = 1.77245385F, // (0x1.c5bf8aP+0) https://oeis.org/A002161"
oeis.org/A087197,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,80,"inv_sqrtpif = .564189584F, // (0x1.20dd76P-1) https://oeis.org/A087197"
oeis.org/A002193,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,81,"sqrt2f      = 1.41421356F, // (0x1.6a09e6P+0) https://oeis.org/A002193"
oeis.org/A002194,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,83,"sqrt3f      = 1.73205081F, // (0x1.bb67aeP+0) https://oeis.org/A002194"
oeis.org/A001622,github.com/kk-laoguo/ollvm-13,llvm-project-13/llvm/include/llvm/Support/MathExtras.h,85,phif        = 1.61803399F; // (0x1.9e377aP+0) https://oeis.org/A001622
oeis.org/A004140,github.com/klevasseur/ads,src/S91.xml,419,"<p>The number of spanning subgraphs is <m>2</m> raised to the <m>\binom{n}{2}</m> since every edge can either be included or not included in a spanning subgraph. The number of subgraphs is more complicated. We can count the number of subgraphs containing <m>k</m> vertices by observing that there are <m>\binom{n}{k}</m> subsets of the <m>n</m> vertices that we can include.  Then for each of them there are <m>2^{\binom{k}{2}}</m> spanning subgraphs of the <m>k</m> vertices. Therefore, our answer is <me>\sum_{k=1}^n 2^{\binom{k}{2}} \binom{n}{k}.</me> Notice that the lower limit of the sum is <m>1</m> because we can have a graph with no vertices.   This sum doesn't seem to simplify.  See <url href=""https://oeis.org/A004140"">The On-Line Encyclopedia of Integer Sequences</url> for more information about this sequence. </p>"
oeis.org/A001113,github.com/komavideo/LearnGo,Lesson04/README.md,37,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/komavideo/LearnGo,Lesson04/README.md,38,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/komavideo/LearnGo,Lesson04/README.md,39,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/komavideo/LearnGo,Lesson04/README.md,41,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/komavideo/LearnGo,Lesson04/README.md,42,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/komavideo/LearnGo,Lesson04/README.md,43,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/komavideo/LearnGo,Lesson04/README.md,44,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/komavideo/LearnGo,Lesson04/README.md,46,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/komavideo/LearnGo,Lesson04/README.md,48,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A002161,github.com/komimoe/Arkari,llvm/include/llvm/Support/MathExtras.h,63,inline constexpr T sqrtpi_v = T(0x1.c5bf891b4ef6bP+0); // (1.7724538509055160273) https://oeis.org/A002161
oeis.org/A001113,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,32,inline constexpr T e_v          = T(0x1.5bf0a8b145769P+1); // (2.7182818284590452354) https://oeis.org/A001113
oeis.org/A001620,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,34,inline constexpr T egamma_v     = T(0x1.2788cfc6fb619P-1); // (.57721566490153286061) https://oeis.org/A001620
oeis.org/A002162,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,36,inline constexpr T ln2_v        = T(0x1.62e42fefa39efP-1); // (.69314718055994530942) https://oeis.org/A002162
oeis.org/A002392,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,38,inline constexpr T ln10_v       = T(0x1.26bb1bbb55516P+1); // (2.3025850929940456840) https://oeis.org/A002392
oeis.org/A000796,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,44,inline constexpr T pi_v         = T(0x1.921fb54442d18P+1); // (3.1415926535897932385) https://oeis.org/A000796
oeis.org/A049541,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,46,inline constexpr T inv_pi_v     = T(0x1.45f306dc9c883P-2); // (.31830988618379067154) https://oeis.org/A049541
oeis.org/A087197,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,48,inline constexpr T inv_sqrtpi_v = T(0x1.20dd750429b6dP-1); // (.56418958354775628695) https://oeis.org/A087197
oeis.org/A00219,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,50,inline constexpr T sqrt2_v      = T(0x1.6a09e667f3bcdP+0); // (1.4142135623730950488) https://oeis.org/A00219
oeis.org/A002194,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,54,inline constexpr T sqrt3_v      = T(0x1.bb67ae8584caaP+0); // (1.7320508075688772935) https://oeis.org/A002194
oeis.org/A001622,github.com/komimoe/Arkari,llvm/include/llvm/ADT/STLForwardCompat.h,58,inline constexpr T phi_v        = T(0x1.9e3779b97f4a8P+0); // (1.6180339887498948482) https://oeis.org/A001622
oeis.org/A002117,github.com/komimoe/Arkari,third-party/boost-math/include/boost/math/constants/calculate_constants.hpp,602,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/komimoe/Arkari,third-party/boost-math/include/boost/math/constants/calculate_constants.hpp,658,{ // http://oeis.org/A006752/constant
oeis.org/A006890,github.com/komimoe/Arkari,third-party/boost-math/include/boost/math/constants/calculate_constants.hpp,1001,// Also: https://oeis.org/A006890
oeis.org/A001113,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,11,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,12,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,13,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,15,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,16,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,17,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,18,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,20,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/const.go,22,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A217719,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/big/prime.go,139,"// Baillie, ""Extra strong Lucas pseudoprimes"", OEIS A217719, https://oeis.org/A217719."
oeis.org/A217719,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/big/prime.go,161,// as in https://oeis.org/A217719/a217719.txt:
oeis.org/A217719,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/big/prime_test.go,64,// Extra-strong Lucas pseudoprimes. https://oeis.org/A217719
oeis.org/A001262,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/big/prime_test.go,185,// https://oeis.org/A001262
oeis.org/A217719,github.com/kongjiadongyuan/gcc_parser,libgo/go/math/big/prime_test.go,192,// https://oeis.org/A217719
oeis.org/A085731,github.com/koosaga/olympiad,Library/USACO-master/Implementations/content/number-theory (11.1)/Primality/MultiplicativePrefix.h,4,"* Source: Project Euler, https://oeis.org/A085731"
oeis.org/A002117,github.com/kozyilmaz/nvidia-jetson-rt,benchmarks/nheqminer/3rdparty/include/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/kozyilmaz/nvidia-jetson-rt,benchmarks/nheqminer/3rdparty/include/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A000040,github.com/krzyzanowskim/CryptoSwift,Sources/CryptoSwift/CS_BigInt/PrimeTest.swift,10,/// [primes]: https://oeis.org/A000040
oeis.org/A014233,github.com/krzyzanowskim/CryptoSwift,Sources/CryptoSwift/CS_BigInt/PrimeTest.swift,16,/// This is sequence [A014233](http://oeis.org/A014233) on the [Online Encyclopaedia of Integer Sequences](http://oeis.org).
oeis.org/A092816,github.com/ktprime/ktprime,SophieGermain.cpp,6,http://oeis.org/A092816/list
oeis.org/A002117,github.com/kuangzhongwen/MobileMinerSDK,MobileMiner/eth/jni/boost/include/boost/math/constants/calculate_constants.hpp,598,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/kuangzhongwen/MobileMinerSDK,MobileMiner/eth/jni/boost/include/boost/math/constants/calculate_constants.hpp,654,{ // http://oeis.org/A006752/constant
oeis.org/A001113,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,143,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,144,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,145,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,147,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,148,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,149,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,150,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,152,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/kubernetes-sigs/security-profiles-operator,vendor/cuelang.org/go/pkg/math/math.go,154,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A050250,github.com/kuqadk3/CTF-and-Learning,project-euler.md,16,Since the limit is 10^6 which mean we only need to check 1998 numbers \([http://oeis.org/A050250](http://oeis.org/A050250)\)
oeis.org/A050250,github.com/kuqadk3/CTF-and-Learning,project-euler.md,16,Since the limit is 10^6 which mean we only need to check 1998 numbers \([http://oeis.org/A050250](http://oeis.org/A050250)\)
oeis.org/A019283,github.com/kwan530/PeerConnectionClientDemo,webrtc/include/third_party/catapult/third_party/vinn/third_party/parse5/test/data/serialization/wiki_42/src.html,594,"<li id=""cite_note-4""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-4"">^</a></b></span> <span class=""reference-text""><a rel=""nofollow"" class=""external text"" href=""http://oeis.org/A019283"">Sequence A019283 in</a> <a href=""/wiki/OEIS"" title=""OEIS"" class=""mw-redirect"">OEIS</a></span></li>"
oeis.org/A019283,github.com/kwan530/PeerConnectionClientDemo,webrtc/include/third_party/catapult/third_party/vinn/third_party/parse5/test/data/serialization/wiki_42/expected.html,593,"<li id=""cite_note-4""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-4"">^</a></b></span> <span class=""reference-text""><a rel=""nofollow"" class=""external text"" href=""http://oeis.org/A019283"">Sequence A019283 in</a> <a href=""/wiki/OEIS"" title=""OEIS"" class=""mw-redirect"">OEIS</a></span></li>"
oeis.org/A002024,github.com/kyoyama-kazusa/Sudoku,src/Sudoku.Analytics/Analytics/Hub.DifficultyCalculator.OeisSequences.cs,16,"/// Gets the value at the specified index in the sequence <see href=""https://oeis.org/A002024"">A002024</see>"
oeis.org/A008685,github.com/labapart/polymcu,RTOS/RioTOS/src/sys/include/tm.h,52,* @see             http://oeis.org/A008685
oeis.org/A061251,github.com/labapart/polymcu,RTOS/RioTOS/src/sys/include/tm.h,58,* @see             http://oeis.org/A061251
oeis.org/A002117,github.com/ladnir/aby3,thirdparty/unix/include/boost/math/constants/calculate_constants.hpp,602,// http://oeis.org/A002117/constant
oeis.org/A006752,github.com/ladnir/aby3,thirdparty/unix/include/boost/math/constants/calculate_constants.hpp,658,{ // http://oeis.org/A006752/constant
oeis.org/A006890,github.com/ladnir/aby3,thirdparty/unix/include/boost/math/constants/calculate_constants.hpp,1001,// Also: https://oeis.org/A006890
oeis.org/A122045,github.com/lagarcess/BCG,.venv/Lib/site-packages/scipy/special/_basic.py,1517,https://oeis.org/A122045
oeis.org/A001498,github.com/lagarcess/BCG,.venv/Lib/site-packages/scipy/signal/filter_design.py,4514,"Sequence is http://oeis.org/A001498, and output can be confirmed to"
oeis.org/A001498,github.com/lagarcess/BCG,.venv/Lib/site-packages/scipy/signal/filter_design.py,4515,match http://oeis.org/A001498/b001498.txt :
oeis.org/A069999,github.com/lailai0916/lailai0916.github.io,blog/solution/P2789.md,12,- [A069999 - OEIS](https://oeis.org/A069999)
oeis.org/A000045,github.com/lailai0916/lailai0916.github.io,blog/solution/CF2033F.md,13,- [A000045 - OEIS](https://oeis.org/A000045)
oeis.org/A001113,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,11,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // https://oeis.org/A001113
oeis.org/A000796,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,12,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // https://oeis.org/A000796
oeis.org/A001622,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,13,Phi = 1.61803398874989484820458683436563811772030917980576286213544862 // https://oeis.org/A001622
oeis.org/A002193,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,15,Sqrt2   = 1.41421356237309504880168872420969807856967187537694807317667974 // https://oeis.org/A002193
oeis.org/A019774,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,16,SqrtE   = 1.64872127070012814684865078781416357165377610071014801157507931 // https://oeis.org/A019774
oeis.org/A002161,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,17,SqrtPi  = 1.77245385090551602729816748334114518279754945612238712821380779 // https://oeis.org/A002161
oeis.org/A139339,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,18,SqrtPhi = 1.27201964951406896425242246173749149171560804184009624861664038 // https://oeis.org/A139339
oeis.org/A002162,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,20,Ln2    = 0.693147180559945309417232121458176568075500134360255254120680009 // https://oeis.org/A002162
oeis.org/A002392,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/const.go,22,Ln10   = 2.30258509299404568401799145468436420760110148862877297603332790 // https://oeis.org/A002392
oeis.org/A217719,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/big/prime.go,139,"// Baillie, ""Extra strong Lucas pseudoprimes"", OEIS A217719, https://oeis.org/A217719."
oeis.org/A217719,github.com/lal0ne/vulnerability,Java/CVE-2022-21449/go/src/math/big/prime.go,161,// as in https://oeis.org/A217719/a217719.txt:
oeis.org/A001113,github.com/lazybootsafe/Go-Learning-With-Hack,go-audit/go1.5.1.src_with_remark/src/math/const.go,9,E   = 2.71828182845904523536028747135266249775724709369995957496696763 // http://oeis.org/A001113
oeis.org/A000796,github.com/lazybootsafe/Go-Learning-With-Hack,go-audit/go1.5.1.src_with_remark/src/math/const.go,10,Pi  = 3.14159265358979323846264338327950288419716939937510582097494459 // http://oeis.org/A000796
